Frequency(Hz),R(ohm),X(ohm),V(V),SoC(%)
61,0.0616772,-0.0073804,3.32599,70
81,0.0601659,-0.00754041,3.32597,70
100,0.0590307,-0.0076272,3.32599,70
110,0.0584587,-0.00760357,3.32596,70
210,0.0547757,-0.00729155,3.32596,70
310,0.052574,-0.00669124,3.32597,70
510,0.0499014,-0.00544202,3.32598,70
810,0.0475944,-0.00362227,3.32596,70
1000,0.0466131,-0.00251941,3.32598,70
0.01,0.1639,-0.0785756,3.19497,5
0.02,0.135254,-0.0600422,3.19945,5
0.03,0.122848,-0.0500601,3.19949,5
0.05,0.110852,-0.0397469,3.19984,5
0.08,0.102106,-0.0324047,3.19997,5
0.1,0.0985042,-0.029508,3.20007,5
0.2,0.089061,-0.0223149,3.20022,5
0.3,0.0845751,-0.0190582,3.20019,5
0.5,0.0797911,-0.0157456,3.20026,5
0.8,0.0760727,-0.0133256,3.20031,5
1,0.0744934,-0.0123488,3.20037,5
2,0.0702329,-0.00989012,3.20044,5
3,0.0681303,-0.00876812,3.20047,5
5,0.0658369,-0.00760372,3.20051,5
8,0.0640432,-0.00687638,3.20054,5
10,0.0632579,-0.00665972,3.20055,5
11,0.0629308,-0.0066294,3.20058,5
21,0.0606121,-0.00648386,3.20058,5
31,0.0590876,-0.00658559,3.20059,5
61,0.0560482,-0.00679838,3.2006,5
81,0.0546924,-0.0067924,3.20059,5
100,0.0536668,-0.00672153,3.2006,5
110,0.0532425,-0.00668748,3.20059,5
210,0.0500391,-0.00608497,3.20059,5
310,0.048248,-0.00538424,3.20061,5
510,0.0461215,-0.0040774,3.20059,5
810,0.044339,-0.00233461,3.2006,5
1000,0.0435811,-0.00133121,3.2006,5
0.01,0.169587,-0.184505,3.40305,100
0.02,0.146944,-0.118566,3.40212,100
0.03,0.134193,-0.0905027,3.40459,100
0.05,0.120754,-0.0652514,3.40533,100
0.08,0.110708,-0.0489796,3.40568,100
0.1,0.106683,-0.0430016,3.40592,100
0.2,0.0964345,-0.0284738,3.40623,100
0.3,0.0920315,-0.0224192,3.40629,100
0.5,0.0877904,-0.0166311,3.40643,100
0.8,0.0848705,-0.0127695,3.40652,100
1,0.0837419,-0.0113576,3.40662,100
2,0.0808748,-0.00819949,3.40669,100
3,0.0795091,-0.00707141,3.40678,100
5,0.0779405,-0.00615989,3.40681,100
8,0.0765875,-0.00575269,3.40685,100
10,0.0759331,-0.00565359,3.40688,100
11,0.075657,-0.00563033,3.40689,100
21,0.0736668,-0.00578326,3.40691,100
31,0.0722848,-0.00600812,3.40692,100
61,0.0695107,-0.00651869,3.40693,100
81,0.0682232,-0.00665462,3.40693,100
100,0.0672781,-0.00673065,3.40692,100
110,0.0668204,-0.00673918,3.40691,100
210,0.0637239,-0.00669472,3.4069,100
310,0.0617809,-0.00643225,3.40691,100
510,0.059371,-0.00580427,3.4069,100
810,0.05711,-0.00478235,3.40689,100
1000,0.056097,-0.0041195,3.4069,100
0.01,0.168425,-0.0708267,3.20454,15
0.02,0.142909,-0.0538833,3.20869,15
0.03,0.131938,-0.0445854,3.20892,15
0.05,0.121529,-0.0348292,3.20933,15
0.08,0.114185,-0.0279624,3.20952,15
0.1,0.11121,-0.0252818,3.20966,15
0.2,0.103516,-0.0188157,3.20984,15
0.3,0.0998812,-0.0160064,3.20989,15
0.5,0.0960113,-0.0132601,3.20995,15
0.8,0.0929655,-0.0113757,3.21,15
1,0.091654,-0.0106573,3.21006,15
2,0.0879156,-0.0089774,3.2101,15
3,0.0859365,-0.00828442,3.21015,15
5,0.0835839,-0.00758974,3.21019,15
8,0.0816183,-0.00714153,3.2102,15
10,0.0807529,-0.00701328,3.21022,15
11,0.0803701,-0.00695019,3.21023,15
21,0.0778242,-0.00696733,3.21025,15
31,0.0761489,-0.00716055,3.21027,15
61,0.0729193,-0.00743744,3.21028,15
81,0.0714639,-0.00749248,3.21026,15
100,0.070364,-0.0075083,3.21025,15
110,0.0698983,-0.00747346,3.21026,15
210,0.0665007,-0.00713974,3.21026,15
310,0.0645711,-0.00674582,3.21025,15
510,0.0621753,-0.00598415,3.21026,15
810,0.0600153,-0.00497136,3.21025,15
1000,0.0590205,-0.00439523,3.21027,15
0.01,0.137061,-0.0588494,3.3228,80
0.02,0.114967,-0.0432226,3.32547,80
0.03,0.106517,-0.0348348,3.32558,80
0.05,0.0989897,-0.0263712,3.32586,80
0.08,0.0938893,-0.0206374,3.32604,80
0.1,0.0918508,-0.0184736,3.32615,80
0.2,0.0866201,-0.0132943,3.32627,80
0.3,0.0841871,-0.0110736,3.3263,80
0.5,0.0816616,-0.00890282,3.32636,80
0.8,0.07977,-0.00741994,3.32642,80
1,0.0789839,-0.00687491,3.32645,80
2,0.0768254,-0.00570512,3.32648,80
3,0.0757037,-0.00537789,3.32652,80
5,0.0743078,-0.00525134,3.32654,80
8,0.0729522,-0.00534453,3.32656,80
10,0.0722777,-0.00545049,3.32656,80
11,0.0719974,-0.00553192,3.32657,80
21,0.0697408,-0.00622608,3.32659,80
31,0.0681666,-0.00666459,3.3266,80
61,0.0649139,-0.00731204,3.32659,80
81,0.0634231,-0.00744776,3.32661,80
100,0.0622745,-0.00750481,3.3266,80
110,0.0617363,-0.00750655,3.3266,80
210,0.0581153,-0.00714709,3.32659,80
310,0.0560475,-0.00649366,3.3266,80
510,0.053527,-0.00531998,3.32659,80
810,0.0513538,-0.003726,3.32661,80
1000,0.0504245,-0.00275288,3.32659,80
0.01,0.141728,-0.0581633,3.28253,40
0.02,0.119429,-0.0443032,3.28577,40
0.03,0.110294,-0.03641,3.28585,40
0.05,0.101875,-0.0281061,3.28612,40
0.08,0.0960831,-0.02233,3.28623,40
0.1,0.0937703,-0.0201133,3.28635,40
0.2,0.0878014,-0.0147467,3.28646,40
0.3,0.0850141,-0.0124265,3.28649,40
0.5,0.0820709,-0.010157,3.28653,40
0.8,0.0798168,-0.00860736,3.28659,40
1,0.0788478,-0.00803519,3.28663,40
2,0.0761365,-0.00674285,3.28665,40
3,0.0746748,-0.00626428,3.2867,40
5,0.0729138,-0.00582819,3.28673,40
8,0.0713782,-0.00555839,3.28675,40
10,0.0706583,-0.00545819,3.28677,40
11,0.0703577,-0.00544814,3.28676,40
21,0.0683283,-0.00540066,3.28677,40
31,0.0670166,-0.00557502,3.28678,40
61,0.0645742,-0.00579206,3.28679,40
81,0.0634427,-0.00583863,3.28678,40
100,0.0625952,-0.00586132,3.28679,40
110,0.0622193,-0.00587571,3.28677,40
210,0.0594965,-0.00569813,3.28677,40
310,0.0578294,-0.00538045,3.28677,40
510,0.0556741,-0.00460719,3.28678,40
810,0.05375,-0.0033966,3.28677,40
1000,0.0529111,-0.00264558,3.28679,40
0.01,0.161622,-0.0820203,3.18884,5
0.02,0.133782,-0.0606278,3.19354,5
0.03,0.121902,-0.0498078,3.19377,5
0.05,0.110542,-0.0389123,3.19421,5
0.08,0.102357,-0.0313729,3.19443,5
0.1,0.0989875,-0.0284389,3.19455,5
0.2,0.09021,-0.0213342,3.19474,5
0.3,0.0860148,-0.0182082,3.19473,5
0.5,0.0815145,-0.015094,3.19481,5
0.8,0.0779792,-0.0128943,3.19486,5
1,0.0764535,-0.0120214,3.19492,5
2,0.0722266,-0.00985365,3.19498,5
3,0.0700364,-0.00883431,3.19503,5
5,0.0676276,-0.00775412,3.19506,5
8,0.0657345,-0.00700348,3.19509,5
10,0.0649083,-0.00674155,3.19511,5
11,0.0645682,-0.00665587,3.19513,5
21,0.0622768,-0.00650926,3.19514,5
31,0.0607215,-0.00660736,3.19514,5
61,0.057753,-0.00672255,3.19516,5
81,0.0564345,-0.0067367,3.19515,5
100,0.05546,-0.00665251,3.19514,5
110,0.0549917,-0.00665919,3.19514,5
210,0.051906,-0.00612236,3.19514,5
310,0.0501225,-0.00550339,3.19515,5
510,0.0479786,-0.0043694,3.19515,5
810,0.046165,-0.00283076,3.19515,5
1000,0.0453775,-0.00191626,3.19514,5
0.01,0.132038,-0.0656367,3.31242,65
0.02,0.109206,-0.0474727,3.31825,65
0.03,0.100318,-0.0380322,3.31934,65
0.05,0.092311,-0.0285757,3.32017,65
0.08,0.0869128,-0.0222476,3.32063,65
0.1,0.0847744,-0.0198592,3.32092,65
0.2,0.0792414,-0.0142056,3.32117,65
0.3,0.0766791,-0.0117994,3.32129,65
0.5,0.0740036,-0.00944888,3.32138,65
0.8,0.0719901,-0.00783912,3.32145,65
1,0.0711559,-0.00723265,3.3215,65
2,0.0688899,-0.00591412,3.32156,65
3,0.0677156,-0.00547524,3.32162,65
5,0.0662642,-0.00518004,3.32162,65
8,0.0649463,-0.00513995,3.32165,65
10,0.0643077,-0.00513767,3.32167,65
11,0.0640346,-0.00516683,3.32169,65
21,0.0620039,-0.00554662,3.32168,65
31,0.0606086,-0.00580607,3.3217,65
61,0.0578724,-0.00624593,3.32171,65
81,0.0566078,-0.00636939,3.32169,65
100,0.0556765,-0.00639818,3.32171,65
110,0.0551778,-0.00642013,3.32169,65
210,0.05212,-0.00612934,3.3217,65
310,0.0503127,-0.00565511,3.3217,65
510,0.0480483,-0.00462343,3.32172,65
810,0.0460781,-0.0030978,3.3217,65
1000,0.0452256,-0.0022045,3.32171,65
0.01,0.126222,-0.0540626,3.32362,85
0.02,0.105523,-0.0401621,3.32595,85
0.03,0.0976953,-0.0323449,3.32597,85
0.05,0.0908057,-0.0243032,3.32624,85
0.08,0.0862336,-0.0188569,3.32641,85
0.1,0.084429,-0.0168186,3.32652,85
0.2,0.0798201,-0.0119936,3.32663,85
0.3,0.0776797,-0.00996898,3.32668,85
0.5,0.0754467,-0.00799589,3.32675,85
0.8,0.0737629,-0.00666875,3.32678,85
1,0.0730717,-0.0061848,3.32682,85
2,0.0711413,-0.00515954,3.32686,85
3,0.07013,-0.00490004,3.3269,85
5,0.068867,-0.00482619,3.32691,85
8,0.0676224,-0.00497725,3.32692,85
10,0.066996,-0.00514366,3.32693,85
11,0.0667276,-0.00524882,3.32693,85
21,0.0645804,-0.00593056,3.32694,85
31,0.0630068,-0.00638232,3.32694,85
61,0.0598737,-0.00704957,3.32696,85
81,0.0583869,-0.00721716,3.32697,85
100,0.0572652,-0.00723016,3.32696,85
110,0.0567529,-0.00723513,3.32695,85
210,0.0532766,-0.0067681,3.32695,85
310,0.0512467,-0.0061313,3.32696,85
510,0.0488554,-0.00491379,3.32694,85
810,0.046849,-0.00322889,3.32696,85
1000,0.0459752,-0.00223086,3.32694,85
0.01,0.164154,-0.0609719,3.29227,60
0.02,0.14064,-0.046768,3.29559,60
0.03,0.130997,-0.0384029,3.29571,60
0.05,0.122176,-0.0295176,3.296,60
0.08,0.116161,-0.0233422,3.29619,60
0.1,0.113776,-0.0209791,3.2963,60
0.2,0.10762,-0.015244,3.29644,60
0.3,0.104759,-0.0127597,3.29647,60
0.5,0.101788,-0.0102966,3.29653,60
0.8,0.0995468,-0.00860216,3.29658,60
1,0.0986098,-0.0079594,3.29665,60
2,0.0960576,-0.00653866,3.29667,60
3,0.0947277,-0.00605427,3.29671,60
5,0.0931073,-0.00568935,3.29673,60
8,0.0916427,-0.00557909,3.29674,60
10,0.0909308,-0.00556833,3.29676,60
11,0.0906209,-0.00558312,3.29678,60
21,0.0885112,-0.00587573,3.29677,60
31,0.0871255,-0.0061475,3.29679,60
61,0.0843916,-0.00679327,3.29681,60
81,0.0830846,-0.00703212,3.29679,60
100,0.0820842,-0.00720558,3.29678,60
110,0.081673,-0.00727282,3.29679,60
210,0.0783969,-0.00766971,3.2968,60
310,0.0763252,-0.00783187,3.2968,60
510,0.0735527,-0.00783772,3.2968,60
810,0.0707514,-0.00761045,3.29677,60
1000,0.0693915,-0.00739073,3.29679,60
0.01,0.129089,-0.0552828,3.32377,90
0.02,0.108298,-0.040539,3.326,90
0.03,0.100528,-0.0325254,3.32601,90
0.05,0.0936504,-0.0244148,3.32627,90
0.08,0.0890528,-0.01897,3.32642,90
0.1,0.0872322,-0.0169234,3.32653,90
0.2,0.0825564,-0.0120873,3.32664,90
0.3,0.0803805,-0.010034,3.32667,90
0.5,0.0781237,-0.00806776,3.32673,90
0.8,0.0764304,-0.00674062,3.32679,90
1,0.075703,-0.00622943,3.32681,90
2,0.0737723,-0.0052056,3.32684,90
3,0.0727551,-0.00492004,3.32686,90
5,0.0714888,-0.00483139,3.32689,90
8,0.070246,-0.00497304,3.32692,90
10,0.069629,-0.00510887,3.32691,90
11,0.0693637,-0.00520305,3.32693,90
21,0.067257,-0.0059263,3.32694,90
31,0.065714,-0.00640878,3.32693,90
61,0.0625795,-0.0071971,3.32694,90
81,0.0611209,-0.00739463,3.32694,90
100,0.0599715,-0.0075135,3.32694,90
110,0.0594333,-0.0075347,3.32695,90
210,0.0558218,-0.00735366,3.32693,90
310,0.0536366,-0.00689584,3.32693,90
510,0.0509398,-0.00584056,3.32693,90
810,0.0485684,-0.00431031,3.32694,90
1000,0.0475769,-0.0033472,3.32694,90
0.01,0.153032,-0.0542812,3.32475,85
0.02,0.131004,-0.0418139,3.3272,85
0.03,0.122164,-0.0341418,3.32702,85
0.05,0.114338,-0.0258917,3.32719,85
0.08,0.109216,-0.0201545,3.32729,85
0.1,0.107233,-0.017994,3.32738,85
0.2,0.102205,-0.0128336,3.32749,85
0.3,0.0998852,-0.0106538,3.32752,85
0.5,0.0974695,-0.00852383,3.32757,85
0.8,0.0956572,-0.00706402,3.32761,85
1,0.0949017,-0.00651085,3.32765,85
2,0.0928538,-0.00526177,3.3277,85
3,0.091823,-0.00483629,3.32772,85
5,0.0905678,-0.00454452,3.32772,85
8,0.0894449,-0.00451642,3.32777,85
10,0.0888741,-0.00451975,3.32776,85
11,0.0886586,-0.00461406,3.32777,85
21,0.0869272,-0.00491469,3.32777,85
31,0.0857424,-0.00522601,3.32778,85
61,0.0833922,-0.00595059,3.32779,85
81,0.0822343,-0.00625153,3.32778,85
100,0.0814059,-0.00640286,3.32778,85
110,0.0809661,-0.00648709,3.32779,85
210,0.0780652,-0.00701075,3.32779,85
310,0.0761659,-0.00724214,3.32779,85
510,0.0735666,-0.00742295,3.32778,85
810,0.0708761,-0.00733281,3.32778,85
1000,0.0695733,-0.00717823,3.32778,85
0.01,0.153747,-0.06661,3.26369,25
0.02,0.128849,-0.051025,3.26785,25
0.03,0.118372,-0.0424475,3.26801,25
0.05,0.108323,-0.0335064,3.26835,25
0.08,0.101055,-0.0272061,3.26852,25
0.1,0.0980668,-0.0247313,3.2686,25
0.2,0.090274,-0.0185601,3.26875,25
0.3,0.0865853,-0.0157744,3.26874,25
0.5,0.0827216,-0.0129797,3.26881,25
0.8,0.0797532,-0.010998,3.26885,25
1,0.0785076,-0.0102458,3.2689,25
2,0.0750397,-0.00849945,3.26895,25
3,0.0732167,-0.00783783,3.269,25
5,0.0710805,-0.0072308,3.26904,25
8,0.0692445,-0.00690326,3.26907,25
10,0.0683801,-0.00685169,3.26909,25
11,0.0680185,-0.00681131,3.26909,25
21,0.0654276,-0.00704893,3.26911,25
31,0.0636748,-0.00731758,3.26911,25
61,0.0602705,-0.00762345,3.26911,25
81,0.0587197,-0.00766316,3.26911,25
100,0.0575584,-0.00762412,3.26911,25
110,0.0570191,-0.00755925,3.26911,25
210,0.0534511,-0.00690108,3.2691,25
310,0.0514539,-0.0061308,3.26911,25
510,0.0491275,-0.00478508,3.26911,25
810,0.047195,-0.00302948,3.26911,25
1000,0.0463624,-0.00204385,3.2691,25
0.01,0.151919,-0.062191,3.27471,30
0.02,0.12843,-0.0476562,3.27892,30
0.03,0.118592,-0.0395235,3.27918,30
0.05,0.109278,-0.0310399,3.27957,30
0.08,0.102641,-0.02507,3.27977,30
0.1,0.0999347,-0.0227475,3.27988,30
0.2,0.0928493,-0.0170254,3.28004,30
0.3,0.0894924,-0.0144558,3.28004,30
0.5,0.0859701,-0.011895,3.2801,30
0.8,0.0832477,-0.0100826,3.28015,30
1,0.0821131,-0.00939015,3.28021,30
2,0.0789588,-0.00784034,3.28025,30
3,0.0772772,-0.00724735,3.28029,30
5,0.0752923,-0.00678893,3.28031,30
8,0.0735286,-0.00650454,3.28034,30
10,0.0727175,-0.00648181,3.28036,30
11,0.0723826,-0.00647931,3.28039,30
21,0.0698859,-0.00669671,3.28039,30
31,0.0682733,-0.00704038,3.2804,30
61,0.0650141,-0.00741186,3.28039,30
81,0.0635279,-0.00749267,3.28039,30
100,0.0623915,-0.00752261,3.28039,30
110,0.0618948,-0.00750971,3.28038,30
210,0.0583846,-0.00709143,3.28039,30
310,0.0563775,-0.00650845,3.28039,30
510,0.053939,-0.00544583,3.28037,30
810,0.0518563,-0.00401324,3.28039,30
1000,0.050957,-0.00317717,3.28038,30
0.01,0.147232,-0.0650583,3.31786,70
0.02,0.123506,-0.0477166,3.32276,70
0.03,0.114082,-0.0383236,3.32338,70
0.05,0.105728,-0.0287497,3.32394,70
0.08,0.100234,-0.0222373,3.32426,70
0.1,0.0980889,-0.019771,3.32447,70
0.2,0.0926918,-0.0139793,3.32465,70
0.3,0.0902244,-0.0115509,3.32476,70
0.5,0.0876675,-0.00922635,3.32483,70
0.8,0.0857369,-0.00765996,3.3249,70
1,0.0849347,-0.00708553,3.32496,70
2,0.0827191,-0.00585814,3.325,70
3,0.0815203,-0.00543473,3.32502,70
5,0.0800804,-0.00519539,3.32506,70
8,0.0787135,-0.00514178,3.32508,70
10,0.0780991,-0.00521913,3.3251,70
11,0.0778022,-0.00524159,3.32511,70
21,0.0757477,-0.00559789,3.3251,70
31,0.0743646,-0.00595719,3.32511,70
61,0.0715964,-0.00646644,3.32512,70
81,0.0702948,-0.00662029,3.32512,70
100,0.0693298,-0.00671868,3.32511,70
110,0.0688707,-0.00671872,3.32511,70
210,0.0658101,-0.00662862,3.32513,70
310,0.0639029,-0.00641137,3.32512,70
510,0.0615034,-0.00582669,3.32512,70
810,0.0593283,-0.00488933,3.32512,70
1000,0.0583218,-0.00431577,3.32513,70
0.01,0.132782,-0.0556891,3.28548,50
0.02,0.110892,-0.0426904,3.2883,50
0.03,0.1021,-0.035015,3.28828,50
0.05,0.0940762,-0.0269646,3.28852,50
0.08,0.0885862,-0.0214063,3.28864,50
0.1,0.0863739,-0.0192713,3.28875,50
0.2,0.0806605,-0.0141243,3.28884,50
0.3,0.0779794,-0.0118749,3.28884,50
0.5,0.0751763,-0.00963643,3.28891,50
0.8,0.0730551,-0.00808705,3.28895,50
1,0.0721674,-0.00750581,3.28898,50
2,0.0697372,-0.00623329,3.28901,50
3,0.0684521,-0.00579101,3.28906,50
5,0.0668756,-0.00548382,3.28908,50
8,0.0654583,-0.00541555,3.2891,50
10,0.0647773,-0.00541494,3.2891,50
11,0.0644831,-0.00545999,3.28912,50
21,0.0623616,-0.00576792,3.28913,50
31,0.060936,-0.00609265,3.28914,50
61,0.0580645,-0.00645469,3.28914,50
81,0.0567613,-0.00656329,3.28915,50
100,0.0557826,-0.00659053,3.28912,50
110,0.0553196,-0.00657085,3.28913,50
210,0.0521813,-0.00623607,3.28913,50
310,0.0503367,-0.00572043,3.28915,50
510,0.0480817,-0.0046549,3.28913,50
810,0.0460936,-0.00314043,3.28914,50
1000,0.0452675,-0.00219538,3.28912,50
0.01,0.16442,-0.0575485,3.28708,55
0.02,0.141389,-0.0450272,3.29001,55
0.03,0.131807,-0.0373141,3.28989,55
0.05,0.122986,-0.0289704,3.29007,55
0.08,0.116932,-0.0230934,3.29016,55
0.1,0.114507,-0.0208322,3.29025,55
0.2,0.108259,-0.0152862,3.29036,55
0.3,0.105338,-0.0128615,3.29036,55
0.5,0.102294,-0.0104549,3.29042,55
0.8,0.0999844,-0.00876177,3.29046,55
1,0.0990187,-0.00812517,3.2905,55
2,0.0963708,-0.00674051,3.29055,55
3,0.0949624,-0.00623537,3.29059,55
5,0.0932881,-0.00587301,3.2906,55
8,0.0917355,-0.00573715,3.29062,55
10,0.0910365,-0.0057447,3.29064,55
11,0.0907245,-0.00573107,3.29064,55
21,0.0885413,-0.00597596,3.29066,55
31,0.0871728,-0.00626779,3.29068,55
61,0.0843543,-0.00685152,3.29067,55
81,0.083067,-0.00710715,3.29066,55
100,0.0820378,-0.007274,3.29066,55
110,0.0815844,-0.00732651,3.29066,55
210,0.0783092,-0.00772645,3.29065,55
310,0.0762355,-0.00786795,3.29065,55
510,0.0734312,-0.00783856,3.29064,55
810,0.0706764,-0.0076111,3.29064,55
1000,0.0693139,-0.00737964,3.29066,55
0.01,0.1534,-0.0587515,3.28168,40
0.02,0.130437,-0.0454616,3.28506,40
0.03,0.120858,-0.0375557,3.28506,40
0.05,0.112011,-0.0290755,3.2853,40
0.08,0.105967,-0.0231191,3.28543,40
0.1,0.103552,-0.0208162,3.28554,40
0.2,0.0973741,-0.0152539,3.28565,40
0.3,0.094499,-0.0128481,3.28568,40
0.5,0.0914684,-0.0105077,3.28573,40
0.8,0.0891533,-0.00892875,3.28578,40
1,0.0881477,-0.00833351,3.28583,40
2,0.0853752,-0.00707144,3.28586,40
3,0.0838463,-0.0066363,3.28589,40
5,0.0819867,-0.00627464,3.28593,40
8,0.0803266,-0.00615663,3.28594,40
10,0.0795358,-0.00612559,3.28595,40
11,0.0792134,-0.00614799,3.28597,40
21,0.0768364,-0.006393,3.28597,40
31,0.0752664,-0.00665211,3.28599,40
61,0.0721825,-0.00712102,3.28598,40
81,0.0707799,-0.00721642,3.28599,40
100,0.0697295,-0.0072425,3.28596,40
110,0.0692412,-0.00726651,3.28598,40
210,0.0659409,-0.00705451,3.28598,40
310,0.0639779,-0.00670205,3.28598,40
510,0.0615259,-0.00601297,3.28599,40
810,0.0592919,-0.00501748,3.28598,40
1000,0.0582888,-0.00439961,3.28597,40
0.01,0.134735,-0.0565104,3.32323,85
0.02,0.11359,-0.0417937,3.32566,85
0.03,0.105565,-0.0337329,3.32572,85
0.05,0.0983585,-0.0254989,3.32598,85
0.08,0.0934905,-0.0199297,3.32614,85
0.1,0.091573,-0.0178297,3.32627,85
0.2,0.0865666,-0.0127997,3.32639,85
0.3,0.0842388,-0.0106604,3.32641,85
0.5,0.0818257,-0.00857721,3.32648,85
0.8,0.0800156,-0.00717534,3.32652,85
1,0.0792575,-0.00664523,3.32657,85
2,0.077179,-0.00555784,3.32659,85
3,0.0760779,-0.00525178,3.32662,85
5,0.0747111,-0.00516103,3.32664,85
8,0.0734232,-0.00534895,3.32665,85
10,0.0727306,-0.00547815,3.32667,85
11,0.072448,-0.00558144,3.32668,85
21,0.0701705,-0.00630097,3.32669,85
31,0.0685396,-0.00670043,3.3267,85
61,0.0652184,-0.00742728,3.32669,85
81,0.0636717,-0.00759351,3.32669,85
100,0.0625333,-0.00765335,3.32668,85
110,0.0619935,-0.00766459,3.32668,85
210,0.0582954,-0.00725176,3.32668,85
310,0.0561614,-0.00662818,3.32669,85
510,0.0536039,-0.00545362,3.32669,85
810,0.0514235,-0.003812,3.32669,85
1000,0.0504706,-0.00284078,3.32669,85
0.01,0.173001,-0.08417,3.1909,5
0.02,0.143871,-0.0628904,3.19542,5
0.03,0.131331,-0.052132,3.19549,5
0.05,0.11912,-0.0412622,3.19582,5
0.08,0.110156,-0.0336268,3.19594,5
0.1,0.106426,-0.0306115,3.19603,5
0.2,0.0966879,-0.0231263,3.19618,5
0.3,0.0920465,-0.0197581,3.19616,5
0.5,0.0871048,-0.0163456,3.1962,5
0.8,0.0832645,-0.0138935,3.19625,5
1,0.0816313,-0.0129176,3.19631,5
2,0.0771362,-0.0104603,3.19636,5
3,0.0748834,-0.0093674,3.1964,5
5,0.0723972,-0.00822912,3.19645,5
8,0.0704434,-0.00754492,3.19647,5
10,0.0695814,-0.007341,3.19649,5
11,0.06921,-0.00729714,3.19652,5
21,0.0666345,-0.0073781,3.19654,5
31,0.0648455,-0.00760202,3.19655,5
61,0.0613471,-0.00790602,3.19654,5
81,0.0597407,-0.00797716,3.19654,5
100,0.0585547,-0.00793148,3.19652,5
110,0.0580032,-0.00789803,3.19653,5
210,0.0542702,-0.0072381,3.19653,5
310,0.0521633,-0.00649682,3.19653,5
510,0.0496516,-0.00511432,3.19653,5
810,0.0475129,-0.00327975,3.19653,5
1000,0.0466172,-0.00217321,3.19654,5
0.01,0.131829,-0.0637792,3.32069,65
0.02,0.108411,-0.0470964,3.32436,65
0.03,0.0993007,-0.0380757,3.3246,65
0.05,0.0910759,-0.02889,3.32499,65
0.08,0.0854729,-0.0226547,3.3252,65
0.1,0.0832544,-0.0203032,3.32535,65
0.2,0.0774553,-0.0146291,3.32549,65
0.3,0.0747598,-0.0121744,3.32554,65
0.5,0.0719713,-0.00975077,3.32562,65
0.8,0.0698755,-0.00807421,3.32566,65
1,0.0690148,-0.00744564,3.32571,65
2,0.0666864,-0.00604548,3.32576,65
3,0.0654776,-0.00556967,3.32579,65
5,0.0640321,-0.0052178,3.32582,65
8,0.0627075,-0.00512269,3.32584,65
10,0.0620824,-0.00514933,3.32585,65
11,0.0617938,-0.00518602,3.32587,65
21,0.0597821,-0.00550976,3.32587,65
31,0.0584029,-0.00582001,3.32589,65
61,0.0556491,-0.00619957,3.32587,65
81,0.0544177,-0.00628304,3.32587,65
100,0.0534439,-0.00629348,3.32587,65
110,0.0530149,-0.00631929,3.32587,65
210,0.0499649,-0.00592122,3.32586,65
310,0.0481404,-0.00535612,3.32587,65
510,0.0459394,-0.00418021,3.32588,65
810,0.0440603,-0.00252539,3.32588,65
1000,0.0432617,-0.0015077,3.32588,65
0.01,0.123506,-0.053602,3.32408,85
0.02,0.102656,-0.0398213,3.3264,85
0.03,0.0947538,-0.0320215,3.32641,85
0.05,0.0878513,-0.0240353,3.32664,85
0.08,0.0832888,-0.0186545,3.32679,85
0.1,0.0814943,-0.0166462,3.32692,85
0.2,0.0768879,-0.011898,3.32703,85
0.3,0.0747454,-0.00988611,3.32706,85
0.5,0.0725072,-0.00794307,3.32712,85
0.8,0.0708187,-0.00660735,3.32716,85
1,0.0701215,-0.00611,3.32722,85
2,0.0682129,-0.00503128,3.32723,85
3,0.0672117,-0.00469482,3.32725,85
5,0.065989,-0.00452429,3.32728,85
8,0.0648567,-0.00461538,3.32729,85
10,0.0642746,-0.00470203,3.3273,85
11,0.0640152,-0.00473232,3.32732,85
21,0.0621383,-0.00522144,3.32731,85
31,0.0607955,-0.00564316,3.32733,85
61,0.0580848,-0.00619468,3.32733,85
81,0.0568167,-0.00633993,3.32733,85
100,0.0558547,-0.00642469,3.32733,85
110,0.0554086,-0.00643717,3.32732,85
210,0.0523229,-0.00619893,3.32732,85
310,0.050418,-0.00577331,3.32733,85
510,0.0480808,-0.00475206,3.32732,85
810,0.0460535,-0.00326552,3.32732,85
1000,0.045164,-0.0023235,3.32733,85
0.01,0.114604,-0.0479175,3.32602,95
0.02,0.0960795,-0.0357776,3.32801,95
0.03,0.0889823,-0.0286331,3.32801,95
0.05,0.0829612,-0.0211443,3.32822,95
0.08,0.0791422,-0.0160967,3.32836,95
